store,MAE
113,531.165910050675
114,483.36050992398685
115,937.4421188766888
116,555.0543443834456
117,747.5038468644427
118,1237.4019214527027
119,464.11314928209447
120,902.9500897381758
121,455.5670924831082
122,1436.5443370730372
123,945.3145718961147
124,637.0249353357264
125,1462.2091163429066
126,561.7124419341214
127,658.9655035895272
128,960.7835726351343
129,838.202227618243
130,603.3071223078542
131,855.2177734374998
132,854.2996331292219
133,636.7207163217897
134,566.0931561444255
135,565.079603040541
136,652.053895692568
137,856.9417757601359
138,623.596428948479
139,757.1445840371625
140,585.9395982896963
141,419.40503589527066
142,533.8218697212842
143,517.6232712204392
144,747.5972735430755
145,597.7936681798998
146,534.8655510979737
147,567.0770032728046
148,878.9371568834451
149,798.1890308277024
150,743.5380463471284
151,499.73997043918956
152,767.1866817989863
153,818.6099094700174
154,772.5358556798984
155,821.7345465582767
156,723.8622519003384
157,905.9529798353046
158,724.0543575802362
159,492.42873733108166
160,324.7600559543921
161,618.2429265202696
162,703.4418813344597
163,714.0988043707769
164,884.8307973500847
165,477.0982501055743
166,616.1443860853041
167,1185.7118744721279
168,593.2401156038851
169,559.0642419763517
170,775.401664115288
171,642.164168074325
172,453.3014674831076
173,619.1971864442563
174,863.9677866342902
175,448.9010108741554
176,645.9316076330233
177,498.90448163006755
178,1167.2373046874995
179,680.2609401393582
180,524.1966189822639
181,565.6108794341206
182,461.4084934543916
183,1328.2790606098786
184,567.0164036106416
185,896.675609691723
186,318.45594251478053
187,444.9089619404557
188,586.1506875527865
189,698.9819467905398
190,711.745618665541
191,519.7918998099663
192,3223.1250659839525
193,836.6406118032087
194,481.988413217905
195,846.3462837837845
196,488.0854030299828
197,403.1116184543926
198,400.2331559464739
199,766.3450564822651
200,741.8292335304069
201,470.97892472550683
202,457.3794605152024
203,605.0107949746616
204,419.8720703124993
205,450.02151076858166
206,834.182656777872
207,2152.8424699113184
208,264.81711887668916
209,960.0582019894629
210,353.30340081292263
211,2073.135267103041
212,556.8217245565877
213,817.5640968116552
214,988.0362515836152
215,712.237845755912
216,540.3967879011831
217,379.17943016258414
218,588.986011402027
219,445.3162148965368
220,606.3574944573476
221,483.97909628378346
222,389.4262893264354
223,675.2594620988173
224,758.0319626266881
225,860.9487568623309
226,481.5513355152023
227,537.3819415118251
228,541.4982976140207
229,562.7071632179058
230,989.8001610008442
231,543.25206529772
232,336.7417388091219
233,1397.385874155406
234,1073.676586254223
235,610.4281500739027
236,1421.893739442568
237,668.0581054687505
238,628.268343538851
239,693.2799435177362
240,485.85986987964566
241,579.3649836359797
242,425.3168087521114
243,632.0724371832775
244,768.3316155510981
245,1489.692013302365
246,593.8504011824318
247,680.4502217060809
248,555.7046030405415
249,491.44002058699334
250,958.4267710092892
251,2714.1902449324325
252,777.9149070945929
253,642.5879104201846
254,379.25816881334487
255,463.96849926097974
256,907.4209380278718
257,600.2004856418909
258,492.2346719277872
259,623.102925145348
260,764.6846626900342
261,1364.256849134292
262,4028.838344840114
263,638.5896062077708
264,507.67856577280287
265,596.9262629328549
266,490.8715820312504
267,1489.9280379011823
268,491.45460963893504
269,725.0890783361485
270,2469.4088233741563
271,1446.3819415118246
272,419.465939083615
273,526.6450987119932
274,1366.5507926053783
275,623.5411211993242
276,891.0170832453547
277,535.8724794130063
278,695.4748733108116
279,1930.8673326646947
280,476.1920133023644
281,482.89571896114853
282,522.8536211993245
283,832.0986592060809
284,643.4181403082769
285,1156.8981735641887
286,1140.7356418918919
287,652.2395613386831
288,611.7236460092907
289,546.842403927366
290,658.1506215688336
291,565.7572186444256
292,3455.391588712993
293,649.3079603040543
294,953.4432472022808
295,705.1310045396972
296,568.124340160473
297,763.466704497467
298,685.0209697001686
299,1608.2195789425868
300,862.9451541385143
301,675.4074245143573
302,374.5207981418924
303,444.9379816828549
304,593.4826066300672
305,748.4069098395262
306,428.90683065878386
307,261.2712798247466
308,794.9450485641888
309,603.3291675464523
310,1648.5365529614826
311,439.1079629434121
312,622.774321684966
313,731.7414220861489
314,440.38993876689165
315,394.15861882390215
316,911.4211887668927
317,626.5995829814179
318,836.4255569045604
319,574.8777713260135
320,2040.8934755067567
321,466.9772751266898
322,510.0282741237333
323,485.0673168285475
324,883.226793443834
325,907.091361380912
326,515.5831133868246
327,703.6845703125011
328,425.38503615920695
329,529.867055532093
330,678.9920687288851
331,433.31791728251716
332,470.0049092060815
333,1270.1521853885151
334,709.4108292863177
335,1502.3802348292165
336,2337.647724873308
337,502.2125343116552
338,561.43896484375
339,547.8820008973823
340,634.7151736697639
341,559.2510029560807
342,1643.9347814611483
343,807.3578309755071
344,1259.8668179898636
345,773.0766139674834
346,533.1918417440877
347,470.75878906250017
348,1313.1442541173992
349,863.7806693412158
350,711.9420133023652
351,584.3100981841218
352,560.7364732896964
353,775.6535928415705
354,751.9193016258447
355,1160.287478885135
356,596.3871278505062
357,1001.0656276393581
358,648.3682696368255
359,809.6344489020264
360,409.33749472128443
361,689.4934807854734
362,605.2149229307448
363,632.4475031672297
364,544.0035961254224
365,511.03304476351315
366,662.1851113809124
367,677.2968881967897
368,1341.976496516047
369,590.0676071579389
370,773.6103251689193
371,593.2001953125001
372,1178.5392208614855
373,444.8620341532939
374,617.4668364653717
375,874.024044552364
376,770.504064611488
377,654.0826778927358
378,605.869919235641
379,887.3389265730574
380,1441.1705025337862
381,713.474926097972
382,590.0022170608116
383,1150.8006492820955
384,1093.6590873099667
385,725.9292915962842
386,512.142485747466
387,1096.3394874366556
388,690.6321262668916
389,1642.7840345228028
390,1279.7930083403717
391,808.460660367399
392,787.7010399070945
393,618.084314294763
394,867.343129750844
395,491.98396589949346
396,867.0472313133444
397,407.9065535261829
398,577.5321671769435
399,588.0251926731423
400,704.19016575169
401,881.304357580237
402,676.3192831503367
403,666.4459591427355
404,504.05318966427365
405,576.5618731524493
406,723.7004724451008
407,481.7562618771115
408,452.83093591638476
409,772.1158810177359
410,519.1080685177357
411,1205.0011481207766
412,1218.2395481418912
413,754.4093512457774
414,583.1251847550694
415,425.8552444045607
416,2158.447965054899
417,759.3745249155414
418,446.9658335092909
419,546.9879117398643
420,626.4066459037164
421,1720.6899414062498
422,816.1112819362331
423,1902.0137740733999
424,829.1566591005057
425,830.1396484375002
426,645.6891100084465
427,1140.8267921241554
428,1087.0847761824327
429,531.5787584459464
430,1113.5192013302383
431,1114.8785103462856
432,2233.2070576435817
433,490.67081043332064
434,1131.3749340160484
435,1270.8695365287163
436,551.7253483952701
437,1198.4968855574325
438,759.7347445101352
439,525.2033625422284
440,507.8381413640197
441,535.7600691511831
442,378.52369483741535
443,555.1001504434126
444,1426.5076013513537
445,1281.1807168496623
446,561.5645521009286
447,1062.3992293074316
448,877.3029323268576
449,914.4881888724663
450,1113.2044446790535
451,605.6880410684123
452,369.11491105363257
453,1832.844613008721
454,378.62321843327754
455,1264.6533071157103
456,890.7782411317571
457,545.1532411317567
458,1008.6336175042234
459,867.2418179898651
460,319.0381156302788
461,730.8981273754227
462,443.48728489231416
463,797.7645164695948
464,1292.2883762668898
465,814.4215450802373
466,765.923524598818
467,1260.6056271114871
468,869.3705394847971
469,1310.6081081081088
470,1376.5361855996634
471,633.0384290540541
472,738.665870460303
473,1021.9064743454394
474,648.8558382601356
475,686.9339104729731
476,543.7637510557436
477,701.3632020692565
478,773.0548062711158
479,917.34912109375
480,551.4826198268578
481,527.9568860853042
482,601.3248785895266
483,793.2808474978885
484,1130.6326277449336
485,427.82082717483115
486,452.03263566300654
487,538.9862093538857
488,1131.9626662795608
489,672.9334947740703
490,603.1742768158788
491,575.5763038429044
492,644.3213418496622
493,1332.1430400126694
494,616.7250749454942
495,518.9333826013511
496,1081.3071948902043
497,1125.660578547297
498,597.7252296241546
499,359.4758894636822
500,677.4967139991566
501,902.7206239442562
502,680.1874868032081
503,615.8190588048988
504,537.5943702491558
505,525.0415764885976
506,573.113248258024
507,752.966849662162
508,629.1460884712836
509,495.54873574746574
510,754.4339236697633
511,524.0323189400335
512,845.7315588662792
513,2565.645586993242
514,708.5033387880065
515,725.1134396114868
516,733.738888302365
517,583.887655722129
518,886.5590688344598
519,473.4950248099668
520,456.0828758445948
521,402.62112674197607
522,956.6688133445938
523,951.7659681165541
524,679.112086096476
525,691.000580658783
526,847.0355257601364
527,1253.7209802576015
528,755.3736275337853
529,661.1117240287166
530,1395.978112509084
531,871.3302760768569
532,948.4975190033769
533,2251.918232685811
534,1533.4232870565886
535,734.4531381967898
536,771.0619721283782
537,569.513645481419
538,442.2394095755915
539,1955.6343433277027
540,781.3112331081089
541,639.2768026815884
542,550.4604756123308
543,420.2339131123315
544,799.7749419341208
545,940.1649730785455
546,1832.0755384290565
547,719.8756730363184
548,550.9546690244935
549,696.0717641469594
550,756.1950485641888
551,786.674487964527
552,902.8291807432432
553,1084.6102327913848
554,722.7873865076009
555,465.3754025021118
556,684.3969066722962
557,808.8970254434124
558,371.6039379222974
559,719.697384396115
560,3559.500818201014
561,644.2750079180747
562,1880.8753633720917
563,1068.4103871938344
564,435.95334934543797
565,452.3961016680749
566,456.0316920924833
567,533.4754935599672
568,388.4602380701011
569,547.3949997360643
570,548.1098566828553
571,854.850981841216
572,592.3201013513502
573,488.6445972339528
574,1108.4748205236474
575,941.7044380806594
576,547.5078652871623
577,420.28516284839554
578,2709.6394099745635
579,584.2249129011832
580,769.601918813345
581,684.2776010874153
582,635.4287769214537
583,317.55485245988166
584,549.7185058593752
585,783.3860853040541
586,1809.5472709037174
587,1548.8450036951012
588,433.8216585726353
589,554.3962798247468
590,536.8893581081076
591,594.6740392736486
592,617.9548933699324
593,921.8753695101357
594,661.4449561866553
595,5348.256928315032
596,432.4407200168913
597,467.00180796030355
598,483.37754698057404
599,1397.8578441722968
600,563.5791015624992
601,597.6770745354727
602,609.0281817461997
603,704.8175015836139
604,602.1752665751691
605,807.2513724662156
606,468.32505014780367
607,422.01861737225624
608,874.936932538007
609,451.30690456081044
610,502.6800438133444
611,705.8161555109787
612,861.7081793707778
613,699.7660472972979
614,719.590912690033
615,632.1701462204396
616,511.0636349239871
617,629.8437697951861
618,574.0689004434123
619,435.2888381545602
620,1074.3354360219594
621,486.8608662373315
622,291.16524361275367
623,773.2091823268577
624,627.1887668918919
625,580.3437170080241
626,1363.3178447001683
627,742.4969515413857
628,889.2985905827696
629,692.8123548353038
630,707.9895349451024
631,588.3516680743244
632,864.3803842905403
633,873.0576171874992
634,656.4697529560807
635,421.7169816300686
636,1479.3403980152038
637,986.3953098606432
638,441.6710040118248
639,621.5361724028716
640,1547.579629434122
641,575.4115683065882
642,673.7806363492397
643,469.52639358107933
644,791.2613756334454
645,1078.8937130489876
646,537.3415197423991
647,634.1739336993244
648,469.5612067145268
649,378.9190145956501
650,487.6706740920612
651,564.4748997043923
652,567.6505027977206
653,511.79881492820965
654,1157.1259633657098
655,735.7677496832778
656,342.16957875844565
657,934.5694151182429
658,633.1111697635133
659,656.3239680109798
660,731.7347709037164
661,724.2528900971281
662,844.5062420819245
663,802.9227393897808
664,350.5989297402872
665,614.6684570312484
666,845.4906566722981
667,633.2824245143589
668,810.3607870565884
669,425.4516403610649
670,714.5127217060813
671,864.4389384501691
672,617.192303631756
673,882.652211782095
674,633.5310520481413
675,898.1242015941725
676,1035.578454305959
677,573.3363070101346
678,835.8563529349658
679,816.145784945101
680,454.7310098184121
681,426.13418496621574
682,1301.3038926235458
683,679.5336650126693
684,1429.5126953125007
685,728.1755437077705
686,416.1782754434118
687,890.7349424619929
688,322.26222352723806
689,537.5530247043916
690,612.8545977618236
691,826.4534681165532
692,697.0268884607266
693,806.9982580236489
694,658.5746278505059
695,890.9210567989861
696,1348.1658968538854
697,984.257469383447
698,3359.1760715793894
699,669.525021114865
700,546.4883010451862
701,755.4751240498306
702,572.8306587837841
703,433.81520534206055
704,1294.8492926520262
705,750.705394847973
706,635.6954180743244
707,789.8196130701024
708,600.2661594700165
709,1664.3994668496625
710,798.8246410472977
711,1002.8307643581081
712,474.9222709037164
713,1140.5050807643572
714,481.04715213260107
715,660.511065508868
716,612.74022117821
717,691.5018145586998
718,1113.5204418285484
719,719.580157305744
720,545.2098949535471
721,688.9737779771954
722,1381.735034839527
723,1065.1792124155402
724,748.2579444679058
725,414.08354888091236
726,681.4183250633446
727,379.4865194784632
728,490.70945945945937
729,1424.867095122466
730,609.6105759079397
731,690.8928816511816
732,1561.53764875545
733,914.6721475290701
734,781.0301150760135
735,536.7464764569262
736,649.2546188766889
737,757.3298801731427
738,988.6778267525345
739,1374.7716427364874
740,962.2794816300672
741,1019.9188265413853
742,480.3948479729722
743,414.581932274071
744,668.6033572635137
745,712.7165197423994
746,539.0382311021949
747,525.3161951013517
748,463.04259923986643
749,639.6431455869932
750,644.6177417652029
751,680.9487766575171
752,489.12188555743194
753,788.9999208192563
754,762.6494800464527
755,898.2197529560823
756,1782.319415118243
757,545.161238386825
758,388.0569705447636
759,629.2790461359797
760,1090.3278742609791
761,1048.396576752533
762,424.6749762457776
763,383.02143158783764
764,441.13340635557375
765,779.0750369510127
766,575.981656461149
767,647.0974451013522
768,1789.1202491554075
769,981.48226289971
770,959.1850322001679
771,546.9208060599652
772,370.2262523754225
773,702.3027607685812
774,502.82940508868273
775,583.6517103040535
776,538.1769425675675
777,335.8473197318415
778,382.7798115498308
779,538.9499313766895
780,529.4608715160468
781,524.1379790434967
782,641.248627533784
783,523.661238386824
784,665.5896062077688
785,861.059517525337
786,609.9577603726774
787,824.8031038851365
788,2857.095914273647
789,377.38853990709447
790,633.1370486697637
791,1219.047521642737
792,444.77678948479826
793,459.21188107052365
794,360.7905933277029
795,418.08127903293894
796,753.794037690034
797,444.5390229096284
798,649.4663481841217
799,1088.397012246622
800,580.2570404877531
801,634.3913640202699
802,557.8622914907093
803,496.11473289695914
804,573.1202623521958
805,450.41693940033747
806,549.0012009079397
807,1049.152792440879
808,686.9368929476336
809,678.2527977195956
810,561.197912267737
811,330.66474213471304
812,756.2372650971272
813,525.6935243348825
814,672.6417599239861
815,561.3488571579383
816,915.19249498522
817,2536.7664695945923
818,557.7709301097975
819,504.12745460304075
820,2564.6901129645253
821,604.7323822846288
822,613.8882891680744
823,369.86153267525424
824,604.0650997677369
825,529.0365023226348
826,613.2664827913856
827,2367.6012985641883
828,677.9896009290545
829,517.4014463682436
830,587.7917084565028
831,1265.4388460726368
832,496.0550438133442
833,448.43178578969577
834,497.30316327069295
835,360.12393105996676
836,595.1330896326017
837,508.56271114864865
838,705.7822265624997
839,493.6992055532091
840,815.6714263091222
841,412.4783077755492
842,4747.378853462839
843,969.8144399282095
844,370.66012985641896
845,558.1485562711147
846,826.9310599662164
847,418.2092483108111
848,904.7730679898644
849,645.593723606419
850,720.8312262457766
851,484.0300358952701
852,517.0236420502526
853,1084.3228066934114
854,744.588431693413
855,554.3244628906247
856,763.7851826435814
857,1212.8803051097982
858,381.7281857052359
859,902.0053842905411
860,508.9541015624992
861,398.0799461570942
862,558.9738043707761
863,931.7199565089021
864,362.9906896642742
865,865.0366474873318
866,537.5061497043916
867,415.5060382222022
868,1128.098751583614
869,674.7681125950168
870,581.98607738598
871,901.5325828758446
872,652.846534522804
873,463.2111684438345
874,468.8767881651182
875,387.31097577069227
876,3997.990520974865
877,591.0219790810029
878,855.0568781672317
879,357.80047772381823
880,801.3431693412144
881,575.261184279984
882,439.7556614231422
883,534.8414009712836
884,531.40723975929
885,597.9417889569261
886,596.2274862753384
887,478.9490471917231
888,972.848817567569
889,279.8619021853885
890,728.9552298880911
891,685.6178869298975
892,463.89740815033724
893,435.1782094594588
894,973.713022592905
895,1842.488136085304
896,481.48163006756675
897,432.0594581397806
898,669.6282728040537
899,686.1968631228891
900,705.8550068623312
901,745.0276604729733
902,1358.4852591849667
903,3500.3440535261834
904,536.1975427576003
905,767.4639727618244
906,1138.8918918918912
907,846.0891971072632
908,437.78297218116563
909,7859.791249150815
910,504.3224239864861
911,807.4425543707769
912,639.8934095228045
913,1133.610681482264
914,965.3915223817568
915,932.5756440033798
916,670.6415355785474
917,518.9657147381756
918,513.4692250844595
919,502.7632231841217
920,482.2615207981417
921,1042.5476932010135
922,733.8637563344593
923,469.1438054265201
924,561.3624102618243
925,938.7467667863172
926,835.6810467694254
927,583.6217271959464
928,803.7427681587837
929,541.1005067567569
930,677.7414880701014
931,801.7070312499995
932,680.551836993243
933,708.777422930744
934,471.9940482474668
935,480.689413534628
936,481.9241184543913
937,626.2246489653721
938,991.1581503378362
939,654.8928420608105
940,896.2570998733111
941,614.05309728674
942,617.7301652238177
943,672.5396695523639
944,770.0646774704394
945,468.2936945734795
946,258.0547138935813
947,919.2193966427375
948,1033.023800872094
949,449.14538904138544
950,500.0481418918921
951,837.2442593961141
952,905.7637906461143
953,467.57953705658815
954,670.9700960726361
955,398.1708324535477
956,782.9561470650339
957,951.2249656883454
958,817.1011665962837
959,621.8528953758437
960,706.1702649915542
961,459.46460620777026
962,502.81206450591236
963,1205.504935599662
964,746.8045555320952
965,819.8392366976357
966,463.33523807010084
967,872.6206186655405
968,674.1579787795617
969,366.4639925570098
970,662.8839045344174
971,985.4113967483104
972,596.2481260557435
973,743.5812526393574
974,1415.6677839949332
975,639.6447292018566
976,475.6780115076015
977,644.28382997255
978,670.6288666596275
979,715.8927232896974
980,690.0903980152026
981,494.38848711993245
982,762.6367055532094
983,905.7157279349674
984,727.1613571579405
985,995.7759844805734
986,518.5887154244086
987,803.841440561656
988,619.4602380701014
989,449.09006149704385
990,388.9578626478049
991,891.277924408784
992,675.1901855468751
993,882.7585383234784
994,709.8638949007607
995,1328.1012853673983
996,1149.251675992399
997,517.0193794869084
998,484.38039088893544
999,849.3186892947645
1000,519.3553103885141
1001,593.1048814928207
1002,581.1715450802357
1003,876.5616290118246
1004,451.62003140836117
1005,628.4636692356416
1006,582.8125791807435
1007,527.4474767736486
1008,390.87196473817556
1009,420.9867768158784
1010,1122.2914247255062
1011,862.0724107896965
1012,645.113202069257
1013,596.1202821473818
1014,1531.0321209881763
1015,440.0981181376694
1016,552.8359177048147
1017,865.6801361908786
1018,1009.6703705658772
1019,1292.7966770481419
1020,683.4217958192563
1021,1518.490775443412
1022,856.2757469383452
1023,503.1300543707773
1024,451.14161475929006
1025,620.8844489020257
1026,698.8383393158781
1027,1829.5244140625005
1028,610.3565574852194
1029,673.7578586887671
1030,329.98711993243273
1031,378.13344594594605
1032,815.2094726562506
1033,1681.5461623733092
1034,782.8168483424843
1035,415.82874854835336
1036,528.4155801309118
1037,803.0373337204388
1038,606.814875422298
1039,1005.1457057643577
1040,638.482619826859
1041,438.0225005278722
1042,631.7283176731421
1043,604.9659654771957
1044,744.1365471917229
1045,1563.5642089843757
1046,626.4098527238176
1047,395.6947318412162
1048,725.8514569256764
1049,520.8644623627533
1050,571.0994378167234
1051,781.8601008234795
1052,498.98052153716077
1053,756.5405273437508
1054,586.8815983952699
1055,509.8342747043919
1056,687.4691261085303
1057,524.5567330025339
1058,671.4380674619939
1059,654.9701752533772
1060,530.2401156038854
1061,1023.3055057010131
1062,450.01235219594673
1063,634.9162135768579
1064,742.0389305320954
1065,523.8144135346289
1066,1134.7121516047314
1067,406.3398041596281
1068,539.3053671347128
1069,538.9570114548139
1070,724.5220782305735
1071,521.825954127956
1072,433.4710330447635
1073,1756.2331476984805
1074,601.2018779032934
1075,1444.7518211570932
1076,566.491798194679
1077,375.6378074852191
1078,911.0929054054066
1079,680.256928315035
1080,1591.9731841216205
1081,701.6170682685326
1082,549.624696473818
1083,501.88773490287093
1084,511.0078784839532
1085,595.1739468961156
1086,591.0882535367385
1087,538.6294737119927
1088,747.743381809544
1089,569.2287003800676
1090,776.013500316723
1091,1135.1744879645264
1092,1342.621911951012
1093,740.567844700169
1094,465.0741923564189
1095,549.6661871832771
1096,446.2193042652023
1097,809.1818790879361
1098,334.3323083826011
1099,923.1322220203496
1100,474.02114125844605
1101,979.2940640836139
1102,600.4430030616547
1103,566.2844568201016
1104,557.3820866765203
1105,436.09537980363183
1106,359.05811866553984
1107,791.6270850929048
1108,480.22451039907145
1109,577.7302641997474
1110,378.6526802681592
1111,633.3079866976353
1112,830.8314241976353
1113,541.0187922297293
1114,3282.611697635135
1115,617.7786766258446
